Starting instrumented solve...
Solve Time: 0.6994s
Residual Calls: 1
Jacobian Calls: 5
Success: True
         829327 function calls (806698 primitive calls) in 1.149 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:481(__init__)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
      134    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
       91    0.000    0.000    0.000    0.000 _support_alternative_backends.py:75(name)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        1    0.000    0.000    0.000    0.000 graph.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:6863(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _codata.py:480(exact2006)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 _lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stoichiometry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
      129    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:73(_DTypeDict)
        1    0.000    0.000    0.000    0.000 _at.py:52(Undef)
        1    0.000    0.000    0.000    0.000 _linalg.py:59(SVDResult)
        1    0.000    0.000    0.000    0.000 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:981(MIMEPart)
        1    0.000    0.000    0.000    0.000 _backend.py:52(set_global_backend)
        2    0.000    0.000    0.000    0.000 _function_base_impl.py:2310(__init__)
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 solver.py:200(_propagate_pressure_guess)
       16    0.000    0.000    0.000    0.000 enum.py:985(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:699(_workers_wrapper)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       12    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        2    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        2    0.000    0.000    0.000    0.000 arrayprint.py:524(decorating_function)
        1    0.000    0.000    0.000    0.000 components.py:483(density)
        2    0.000    0.000    0.000    0.000 solver.py:387(_compute_topological_order)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _realtransforms_backend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dcsrch.py:1(<module>)
      167    0.000    0.000    0.000    0.000 inspect.py:3089(parameters)
      129    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
       20    0.000    0.000    0.000    0.000 mixins.py:18(_binary_method)
        2    0.000    0.000    0.000    0.000 contextlib.py:475(_create_cb_wrapper)
        1    0.000    0.000    0.000    0.000 _osx_support.py:314(_override_all_archs)
       25    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _milp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:582(array2string)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
        1    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
       40    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        1    0.000    0.000    0.000    0.000 argparse.py:1750(ArgumentParser)
        1    0.000    0.000    0.000    0.000 _interface.py:56(LinearOperator)
        1    0.000    0.000    0.000    0.000 _dtype.py:352(_name_get)
        1    0.000    0.000    0.000    0.000 _testutils.py:138(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:394(__init__)
       73    0.000    0.000    0.000    0.000 enum.py:1291(value)
        1    0.000    0.000    0.000    0.000 species.py:67(to_mass)
       12    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        5    0.000    0.000    0.000    0.000 _base.py:1512(_process_toarray_args)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 _linalg.py:47(EighResult)
        2    0.000    0.000    0.000    0.000 core.py:2978(_update_from)
        3    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       33    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
        5    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 case.py:45(_Outcome)
      153    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:74(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:306(chararray)
        1    0.000    0.000    0.000    0.000 incompressible.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 qp_subproblem.py:1(<module>)
       32    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 components.py:2055(__init__)
        1    0.000    0.000    0.000    0.000 _linalg.py:43(EigResult)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
       45    0.000    0.000    0.000    0.000 _coo.py:170(<genexpr>)
        1    0.000    0.000    0.000    0.000 symbolic.py:157(Expr)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:449(HTMLCalendar)
        6    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        1    0.000    0.000    0.000    0.000 argparse.py:157(HelpFormatter)
        1    0.000    0.000    0.000    0.000 _backend.py:330(set_global_backend)
        1    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 numeric.py:143(ones)
       21    0.000    0.000    0.000    0.000 _codata.py:2129(value)
       54    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:260(_ctypes)
        6    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        6    0.000    0.000    0.000    0.000 __init__.py:431(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compressed.py:25(_cs_matrix)
       15    0.000    0.000    0.000    0.000 auxfuncs.py:770(gentitle)
       30    0.000    0.000    0.000    0.000 _base.py:98(_shape_as_2d)
       66    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1280(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:668(__new__)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1066(poly1d)
       13    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        8    0.000    0.000    0.000    0.000 typing.py:1442(__mro_entries__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1585(Polynomial)
        1    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        1    0.000    0.000    0.000    0.000 _array_api.py:667(_XPSphinxCapability)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
        6    0.000    0.000    0.000    0.000 inspect.py:2492(_descriptor_get)
        8    0.000    0.000    0.000    0.000 <frozen os>:841(fsencode)
       15    0.000    0.000    0.000    0.000 message.py:515(set_raw)
        5    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_todense}
       75    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        4    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
       13    0.000    0.000    0.000    0.000 __editable___cantera_validation_tests_0_2_0_finder.py:15(find_spec)
        1    0.000    0.000    0.000    0.000 __init__.py:360(ZipInfo)
        1    0.000    0.000    0.000    0.000 {built-in method uarray._uarray.set_global_backend}
        1    0.000    0.000    0.000    0.000 _coo.py:28(_coo_base)
        2    0.000    0.000    0.000    0.000 contextlib.py:477(_exit_wrapper)
        4    0.000    0.000    0.000    0.000 case.py:388(__init_subclass__)
        1    0.000    0.000    0.000    0.000 __init__.py:489(hugepage_setup)
        1    0.000    0.000    0.000    0.000 fileinput.py:171(FileInput)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:63(TestLoader)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       16    0.000    0.000    0.000    0.000 _testutils.py:86(__init__)
        1    0.000    0.000    0.000    0.000 _isocbind.py:1(<module>)
        2    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:594(HTMLDoc)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
       13    0.000    0.000    0.000    0.000 __editable___combaero_gui_0_2_0_finder.py:15(find_spec)
        1    0.000    0.000    0.000    0.000 numeric.py:885(outer)
        1    0.000    0.000    0.000    0.000 {built-in method combaero._core.num_species}
        1    0.000    0.000    0.000    0.000 __init__.py:1271(ZipFile)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _compressed.py:1078(has_sorted_indices)
        1    0.000    0.000    0.000    0.000 _linalg.py:51(QRResult)
       14    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
        9    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 random.py:889(getrandbits)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:337(_ExpmPadeHelper)
       18    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       35    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        5    0.000    0.000    0.000    0.000 _matrix.py:23(_csr_container)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1620(Legendre)
       89    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        4    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
       17    0.000    0.000    0.000    0.000 {built-in method _imp.extension_suffixes}
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
       20    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
       22    0.000    0.000    0.000    0.000 graph.py:88(get_upstream_elements)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        2    0.000    0.000    0.000    0.000 _linalg.py:148(_commonType)
        1    0.000    0.000    0.000    0.000 _adapters.py:53(__getitem__)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 _shgo.py:488(SHGO)
       35    0.000    0.000    0.000    0.000 enum.py:941(<lambda>)
       12    0.000    0.000    0.000    0.000 typing.py:1097(<genexpr>)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:105(NpzFile)
        8    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 platform.py:844(uname_result)
       48    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1675(Laguerre)
        7    0.000    0.000    0.000    0.000 core.py:2568(_arraymethod)
        1    0.000    0.000    0.000    0.000 numeric.py:65(zeros_like)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        3    0.000    0.000    0.000    0.000 warnings.py:484(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:408(abspath)
        1    0.000    0.000    0.000    0.000 _csr.py:18(_csr_base)
        1    0.000    0.000    0.000    0.000 _dok.py:17(_dok_base)
       13    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method combaero._core.density}
       14    0.000    0.000    0.000    0.000 __init__.py:772(__bool__)
       20    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       23    0.000    0.000    0.000    0.000 components.py:950(unknowns)
        1    0.000    0.000    0.000    0.000 _adapters.py:41(__new__)
       44    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       26    0.000    0.000    0.000    0.000 typing.py:2004(<genexpr>)
        7    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
       15    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        2    0.000    0.000    0.000    0.000 shape_base.py:23(atleast_1d)
       14    0.000    0.000    0.000    0.000 mixins.py:28(_reflected_binary_method)
        3    0.000    0.000    0.000    0.000 blas.py:270(find_best_blas_type)
        5    0.000    0.000    0.000    0.000 <frozen os>:795(decode)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 hermite.py:1743(Hermite)
        1    0.000    0.000    0.000    0.000 abc.py:28(__getattr__)
       26    0.000    0.000    0.000    0.000 typing.py:2901(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 components.py:1194(OrificeElement)
       15    0.000    0.000    0.000    0.000 _coo.py:217(<genexpr>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:64(_make_options_dict)
        6    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
        3    0.000    0.000    0.000    0.000 graph.py:144(<genexpr>)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csc.py:17(_csc_base)
        1    0.000    0.000    0.000    0.000 __init__.py:442(LibraryLoader)
        1    0.000    0.000    0.000    0.000 core.py:1352(make_mask_descr)
        1    0.000    0.000    0.000    0.000 components.py:510(NetworkNode)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:538(DifferentialEvolutionSolver)
       15    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 _nonlin.py:383(Jacobian)
        5    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        1    0.000    0.000    0.000    0.000 message.py:414(__getitem__)
       13    0.000    0.000    0.000    0.000 _internal.py:937(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _internal.py:226(_getintp_ctype)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:842(ZipExtFile)
        1    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        1    0.000    0.000    0.000    0.000 graph.py:100(resolve_all_topology)
        1    0.000    0.000    0.000    0.000 _cobyla_py.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1651(HermiteE)
       45    0.000    0.000    0.000    0.000 _coo.py:174(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:158(__getattr__)
        1    0.000    0.000    0.000    0.000 calendar.py:115(_localized_day)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:1(<module>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
       20    0.000    0.000    0.000    0.000 enum.py:819(<genexpr>)
       13    0.000    0.000    0.000    0.000 mixins.py:38(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 components.py:321(ThermalWall)
        1    0.000    0.000    0.000    0.000 __init__.py:273(EntryPoints)
        1    0.000    0.000    0.000    0.000 core.py:1338(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 _lil.py:20(_lil_base)
       12    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:523(_type_repr)
        1    0.000    0.000    0.000    0.000 _dtype.py:336(_name_includes_bit_suffix)
        7    0.000    0.000    0.000    0.000 components.py:954(residuals)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(spmatrix)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:323(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        6    0.000    0.000    0.000    0.000 enum.py:827(__members__)
       13    0.000    0.000    0.000    0.000 inspect.py:306(ismethod)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        5    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
       21    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
       27    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        5    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_sum_duplicates}
        1    0.000    0.000    0.000    0.000 distance.py:1635(MetricInfo)
       26    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        2    0.000    0.000    0.000    0.000 matfuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _data.py:20(_data_matrix)
        3    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 components.py:710(MomentumChamberNode)
        2    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1229(TextDoc)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        9    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
       12    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:1120(__del__)
        1    0.000    0.000    0.000    0.000 graph.py:111(_reachable_from)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        2    0.000    0.000    0.000    0.000 reprlib.py:50(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
       15    0.000    0.000    0.000    0.000 _base.py:94(ndim)
       30    0.000    0.000    0.000    0.000 typing.py:2820(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 pydoc.py:554(__init__)
        1    0.000    0.000    0.000    0.000 _funm_multiply_krylov.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:844(_is_union_type)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
       18    0.000    0.000    0.000    0.000 _data.py:142(_create_method)
       15    0.000    0.000    0.000    0.000 contextlib.py:440(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:466(_get_sysconfigdata_name)
        5    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        3    0.000    0.000    0.000    0.000 warnings.py:505(__exit__)
       14    0.000    0.000    0.000    0.000 graph.py:94(get_downstream_elements)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:125(DeprecatedTuple)
        1    0.000    0.000    0.000    0.000 components.py:1650(LosslessConnectionElement)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        3    0.000    0.000    0.000    0.000 _osx_support.py:129(<genexpr>)
       10    0.000    0.000    0.000    0.000 _compressed.py:1057(has_canonical_format)
       35    0.000    0.000    0.000    0.000 _matrix.py:65(get_shape)
        1    0.000    0.000    0.000    0.000 _nonlin.py:626(LowRankMatrix)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        7    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        1    0.000    0.000    0.000    0.000 extras.py:1833(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
       11    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 random.py:126(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 func2subr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1951(__del__)
        1    0.000    0.000    0.000    0.000 components.py:988(CombustorNode)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1569(<genexpr>)
        1    0.000    0.000    0.000    0.000 data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        5    0.000    0.000    0.000    0.000 _sputils.py:96(to_native)
        3    0.000    0.000    0.000    0.000 typing.py:971(__hash__)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1408(StructuredVoidFormat)
       12    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       21    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
        1    0.000    0.000    0.000    0.000 components.py:105(ConvectiveSurface)
        1    0.000    0.000    0.000    0.000 case.py:244(_AssertRaisesContext)
       40    0.000    0.000    0.000    0.000 _csr.py:137(_swap)
       30    0.000    0.000    0.000    0.000 _sputils.py:477(<genexpr>)
        1    0.000    0.000    0.000    0.000 _cobyqa_py.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _linalg.py:128(isComplexType)
        1    0.000    0.000    0.000    0.000 calendar.py:330(TextCalendar)
        1    0.000    0.000    0.000    0.000 {built-in method time.asctime}
        1    0.000    0.000    0.000    0.000 components.py:1555(DiameterDischargeCoefficientConnectionElement)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.000    0.000 components.py:602(NetworkElement)
        1    0.000    0.000    0.000    0.000 argparse.py:1722(_MutuallyExclusiveGroup)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        1    0.000    0.000    0.000    0.000 components.py:2050(ChannelElement)
        1    0.000    0.000    0.000    0.000 utils.py:2686(_get_glibc_version)
        1    0.000    0.000    0.000    0.000 _constraints.py:228(Bounds)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        3    0.000    0.000    0.000    0.000 numerictypes.py:233(obj2sctype)
        3    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 _internal.py:209(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:543(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:36(JustInt)
        1    0.000    0.000    0.000    0.000 __init__.py:428(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 _osx_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsr.py:24(_bsr_base)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _docscrape.py:623(ClassDoc)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:190(IterativeSubproblem)
        6    0.000    0.000    0.000    0.000 typing.py:993(_is_typevar_like)
       15    0.000    0.000    0.000    0.000 typing.py:2880(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        3    0.000    0.000    0.000    0.000 solver.py:52(_is_pressure_unknown)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:760(MikotaK)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 graph.py:10(FlowNetwork)
        1    0.000    0.000    0.000    0.000 _parser.py:1012(addgroup)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        3    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 core.py:1306(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        2    0.000    0.000    0.000    0.000 graph.py:153(<genexpr>)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cobyla.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {built-in method combaero._core.species_name}
        2    0.000    0.000    0.000    0.000 enum.py:815(__iter__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.strerror}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        8    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 feedparser.py:134(FeedParser)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dia.py:20(_dia_base)
        1    0.000    0.000    0.000    0.000 __init__.py:1187(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 pressure_loss.py:134(ConstantHeadLoss)
        1    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
